timestamp,host_id,n_vms,cpu_used,ram_used,cpu_capacity,ram_capacity,power_consumed
2025-01-01 05:00:00,3,26,62.75,94.05,32,128,984.38
2025-01-01 05:00:00,4,13,40.12,37.64,32,128,701.5
2025-01-01 05:00:00,5,16,40.62,66.38,32,128,707.75
2025-01-01 05:00:00,6,11,27.47,47.44,32,128,543.38
2025-01-01 05:00:00,7,13,36.23,56.17,32,128,652.88
2025-01-01 05:00:00,8,14,31.37,39.04,32,128,592.12
2025-01-01 05:00:00,9,19,53.77,73.43,32,128,872.12
2025-01-01 06:00:00,0,11,24.41,44.94,32,128,505.12
2025-01-01 06:00:00,1,11,24.91,49.0,32,128,511.38
2025-01-01 06:00:00,2,11,26.03,52.93,32,128,525.38
2025-01-01 06:00:00,3,24,54.87,102.55,32,128,885.87
2025-01-01 06:00:00,4,12,33.96,55.95,32,128,624.5
2025-01-01 06:00:00,5,15,39.35,50.16,32,128,691.88
2025-01-01 06:00:00,6,9,20.77,34.25,32,128,459.62
2025-01-01 06:00:00,7,10,28.62,32.83,32,128,557.75
2025-01-01 06:00:00,8,12,27.08,47.88,32,128,538.5
2025-01-01 06:00:00,9,17,40.83,54.9,32,128,710.38
2025-01-01 07:00:00,0,11,25.88,50.48,32,128,523.5
2025-01-01 07:00:00,1,8,21.57,28.82,32,128,469.62
2025-01-01 07:00:00,2,11,30.01,43.85,32,128,575.12
2025-01-01 07:00:00,3,20,51.48,93.94,32,128,843.5
2025-01-01 07:00:00,4,13,31.22,49.76,32,128,590.25
2025-01-01 07:00:00,5,16,40.9,58.42,32,128,711.25
2025-01-01 07:00:00,6,10,24.77,40.77,32,128,509.62
2025-01-01 07:00:00,7,10,24.71,39.32,32,128,508.88
2025-01-01 07:00:00,8,11,27.59,42.81,32,128,544.88
2025-01-01 07:00:00,9,16,45.81,57.69,32,128,772.63
2025-01-01 08:00:00,0,10,23.34,40.81,32,128,491.75
2025-01-01 08:00:00,1,8,16.08,26.44,32,128,401.0
2025-01-01 08:00:00,2,12,26.04,43.67,32,128,525.5
2025-01-01 08:00:00,3,23,62.97,76.57,32,128,987.12
2025-01-01 08:00:00,4,9,23.46,33.06,32,128,493.25
2025-01-01 08:00:00,5,16,41.89,53.02,32,128,723.63
2025-01-01 08:00:00,6,10,18.54,43.96,32,128,431.75
2025-01-01 08:00:00,7,12,28.59,49.93,32,128,557.38
2025-01-01 08:00:00,8,10,24.45,29.7,32,128,505.62
2025-01-01 08:00:00,9,18,46.0,75.82,32,128,775.0
2025-01-01 09:00:00,0,12,26.86,59.5,32,128,535.75
2025-01-01 09:00:00,1,10,22.91,32.71,32,128,486.38
2025-01-01 09:00:00,2,12,29.38,50.17,32,128,567.25
2025-01-01 09:00:00,3,24,59.15,94.94,32,128,939.37
2025-01-01 09:00:00,4,13,34.95,44.95,32,128,636.88
2025-01-01 09:00:00,5,14,37.59,63.88,32,128,669.88
2025-01-01 09:00:00,6,12,29.56,51.1,32,128,569.5
2025-01-01 09:00:00,7,11,33.15,41.38,32,128,614.38
2025-01-01 09:00:00,8,14,35.24,69.07,32,128,640.5
2025-01-01 09:00:00,9,17,49.94,79.73,32,128,824.25
2025-01-01 10:00:00,0,12,31.37,62.1,32,128,592.12
2025-01-01 10:00:00,1,9,24.98,40.04,32,128,512.25
2025-01-01 10:00:00,2,12,28.62,47.22,32,128,557.75
2025-01-01 10:00:00,3,21,49.68,85.8,32,128,821.0
2025-01-01 10:00:00,4,13,34.64,46.21,32,128,633.0
2025-01-01 10:00:00,5,15,38.56,62.71,32,128,682.0
2025-01-01 10:00:00,6,10,24.35,41.4,32,128,504.38
2025-01-01 10:00:00,7,12,28.19,43.28,32,128,552.38
2025-01-01 10:00:00,8,14,39.03,53.58,32,128,687.87
2025-01-01 10:00:00,9,17,41.65,74.3,32,128,720.62
2025-01-01 11:00:00,0,12,31.45,47.77,32,128,593.12
2025-01-01 11:00:00,1,10,25.19,37.26,32,128,514.88
2025-01-01 11:00:00,2,9,23.28,45.97,32,128,491.0
2025-01-01 11:00:00,3,23,64.99,94.76,32,128,1012.38
2025-01-01 11:00:00,4,13,28.99,58.48,32,128,562.38
2025-01-01 11:00:00,5,16,39.44,72.92,32,128,693.0
2025-01-01 11:00:00,6,11,29.47,44.48,32,128,568.38
2025-01-01 11:00:00,7,12,29.64,50.27,32,128,570.5
2025-01-01 11:00:00,8,13,35.56,44.15,32,128,644.5
2025-01-01 11:00:00,9,18,40.43,75.26,32,128,705.38
2025-01-01 12:00:00,0,13,32.91,54.4,32,128,611.38
2025-01-01 12:00:00,1,10,27.05,40.36,32,128,538.12
2025-01-01 12:00:00,2,11,31.46,45.38,32,128,593.25
2025-01-01 12:00:00,3,22,47.0,82.1,32,128,787.5
2025-01-01 12:00:00,4,12,32.3,47.03,32,128,603.75
2025-01-01 12:00:00,5,15,36.83,46.62,32,128,660.38
2025-01-01 12:00:00,6,12,32.67,41.78,32,128,608.38
2025-01-01 12:00:00,7,13,30.81,59.15,32,128,585.12
2025-01-01 12:00:00,8,12,32.26,39.92,32,128,603.25
2025-01-01 12:00:00,9,18,40.82,66.46,32,128,710.25
2025-01-01 13:00:00,0,12,29.95,56.09,32,128,574.38
2025-01-01 13:00:00,1,7,19.61,27.56,32,128,445.12
2025-01-01 13:00:00,2,9,22.51,31.95,32,128,481.38
2025-01-01 13:00:00,3,25,52.89,83.86,32,128,861.12
2025-01-01 13:00:00,4,13,28.72,61.96,32,128,559.0
2025-01-01 13:00:00,5,14,32.63,56.42,32,128,607.88
2025-01-01 13:00:00,6,12,26.14,49.63,32,128,526.75
2025-01-01 13:00:00,7,10,20.86,34.46,32,128,460.75
2025-01-01 13:00:00,8,13,34.61,56.43,32,128,632.62
2025-01-01 13:00:00,9,18,56.32,80.86,32,128,904.0
2025-01-01 14:00:00,0,12,31.55,53.53,32,128,594.38
2025-01-01 14:00:00,1,10,29.7,43.05,32,128,571.25
2025-01-01 14:00:00,2,10,27.55,41.26,32,128,544.38
2025-01-01 14:00:00,3,24,69.71,95.8,32,128,1071.38
2025-01-01 14:00:00,4,13,29.33,53.01,32,128,566.62
2025-01-01 14:00:00,5,12,33.03,51.97,32,128,612.88
2025-01-01 14:00:00,6,10,24.44,40.23,32,128,505.5
2025-01-01 14:00:00,7,13,26.43,53.86,32,128,530.38
2025-01-01 14:00:00,8,14,40.78,72.86,32,128,709.75
2025-01-01 14:00:00,9,18,43.37,64.87,32,128,742.12
2025-01-01 15:00:00,0,12,25.84,54.2,32,128,523.0
2025-01-01 15:00:00,1,11,30.92,44.52,32,128,586.5
2025-01-01 15:00:00,2,10,20.2,45.44,32,128,452.5
2025-01-01 15:00:00,3,24,59.55,102.81,32,128,944.38
2025-01-01 15:00:00,4,11,27.41,39.12,32,128,542.62
2025-01-01 15:00:00,5,14,31.91,50.04,32,128,598.88
2025-01-01 15:00:00,6,11,25.65,42.87,32,128,520.62
2025-01-01 15:00:00,7,11,32.7,45.87,32,128,608.75
2025-01-01 15:00:00,8,14,33.99,59.45,32,128,624.88
2025-01-01 15:00:00,9,18,49.76,63.15,32,128,822.0
2025-01-01 16:00:00,0,11,25.02,37.83,32,128,512.75
2025-01-01 16:00:00,1,8,23.05,33.64,32,128,488.12
2025-01-01 16:00:00,2,11,27.93,44.05,32,128,549.12
2025-01-01 16:00:00,3,19,43.97,76.12,32,128,749.63
2025-01-01 16:00:00,4,11,32.37,40.8,32,128,604.62
2025-01-01 16:00:00,5,14,32.54,54.8,32,128,606.75
2025-01-01 16:00:00,6,11,25.7,48.78,32,128,521.25
2025-01-01 16:00:00,7,13,35.96,48.2,32,128,649.5
2025-01-01 16:00:00,8,11,27.89,46.44,32,128,548.62
2025-01-01 16:00:00,9,18,44.85,74.67,32,128,760.63
2025-01-01 17:00:00,0,13,33.66,55.44,32,128,620.75
2025-01-01 17:00:00,1,11,31.99,51.45,32,128,599.88
2025-01-01 17:00:00,2,10,28.71,35.67,32,128,558.88
2025-01-01 17:00:00,3,24,63.76,95.74,32,128,997.0
2025-01-01 17:00:00,4,11,25.57,53.86,32,128,519.62
2025-01-01 17:00:00,5,17,40.58,70.96,32,128,707.25
2025-01-01 17:00:00,6,12,33.73,45.95,32,128,621.62
2025-01-01 17:00:00,7,10,26.49,40.52,32,128,531.12
2025-01-01 17:00:00,8,14,39.87,74.36,32,128,698.38
2025-01-01 17:00:00,9,17,42.29,78.1,32,128,728.62
2025-01-01 18:00:00,0,11,28.54,41.27,32,128,556.75
2025-01-01 18:00:00,1,8,27.33,31.08,32,128,541.62
2025-01-01 18:00:00,2,11,27.46,53.32,32,128,543.25
2025-01-01 18:00:00,3,22,57.72,75.59,32,128,921.5
2025-01-01 18:00:00,4,11,23.48,48.26,32,128,493.5
2025-01-01 18:00:00,5,15,38.67,58.39,32,128,683.38
2025-01-01 18:00:00,6,11,25.54,50.39,32,128,519.25
2025-01-01 18:00:00,7,12,31.92,44.63,32,128,599.0
2025-01-01 18:00:00,8,11,23.75,48.26,32,128,496.88
2025-01-01 18:00:00,9,19,52.31,72.63,32,128,853.88
2025-01-01 19:00:00,0,13,33.47,58.02,32,128,618.38
2025-01-01 19:00:00,1,10,24.45,40.37,32,128,505.63
2025-01-01 19:00:00,2,10,24.02,35.04,32,128,500.25
2025-01-01 19:00:00,3,24,60.25,94.1,32,128,953.13
2025-01-01 19:00:00,4,13,34.91,58.68,32,128,636.38
2025-01-01 19:00:00,5,16,47.13,60.78,32,128,789.12
2025-01-01 19:00:00,6,12,24.79,42.94,32,128,509.88
2025-01-01 19:00:00,7,12,23.66,47.16,32,128,495.75
2025-01-01 19:00:00,8,12,32.33,41.95,32,128,604.12
2025-01-01 19:00:00,9,17,42.45,60.99,32,128,730.62
2025-01-01 20:00:00,0,11,26.67,47.46,32,128,533.38
2025-01-01 20:00:00,1,11,25.27,48.03,32,128,515.88
2025-01-01 20:00:00,2,10,25.29,35.71,32,128,516.12
2025-01-01 20:00:00,3,24,62.92,108.21,32,128,986.5
2025-01-01 20:00:00,4,12,22.7,52.95,32,128,483.75
2025-01-01 20:00:00,5,17,39.14,52.37,32,128,689.25
2025-01-01 20:00:00,6,10,24.52,44.38,32,128,506.5
2025-01-01 20:00:00,7,10,25.46,43.9,32,128,518.25
2025-01-01 20:00:00,8,13,34.14,55.7,32,128,626.75
2025-01-01 20:00:00,9,16,36.49,74.41,32,128,656.12
2025-01-01 21:00:00,0,11,25.86,40.3,32,128,523.25
2025-01-01 21:00:00,1,10,23.11,47.87,32,128,488.88
2025-01-01 21:00:00,2,11,25.45,43.29,32,128,518.12
2025-01-01 21:00:00,3,26,62.04,98.74,32,128,975.5
2025-01-01 21:00:00,4,12,30.04,47.88,32,128,575.5
2025-01-01 21:00:00,5,15,40.13,51.27,32,128,701.62
2025-01-01 21:00:00,6,12,26.1,53.39,32,128,526.25
2025-01-01 21:00:00,7,13,32.45,53.92,32,128,605.62
2025-01-01 21:00:00,8,13,30.37,65.06,32,128,579.62
2025-01-01 21:00:00,9,17,44.72,81.88,32,128,759.0
2025-01-01 22:00:00,0,12,31.93,40.74,32,128,599.12
2025-01-01 22:00:00,1,11,26.11,33.14,32,128,526.38
2025-01-01 22:00:00,2,12,29.57,41.57,32,128,569.62
2025-01-01 22:00:00,3,20,49.64,71.03,32,128,820.5
2025-01-01 22:00:00,4,12,31.68,50.95,32,128,596.0
2025-01-01 22:00:00,5,16,44.49,70.12,32,128,756.12
2025-01-01 22:00:00,6,11,28.34,44.44,32,128,554.25
2025-01-01 22:00:00,7,11,26.98,47.43,32,128,537.25
2025-01-01 22:00:00,8,14,34.97,58.25,32,128,637.12
2025-01-01 22:00:00,9,15,39.68,49.56,32,128,696.0
2025-01-01 23:00:00,0,11,29.74,38.83,32,128,571.75
2025-01-01 23:00:00,1,9,24.7,41.69,32,128,508.75
2025-01-01 23:00:00,2,10,26.6,43.53,32,128,532.5
2025-01-01 23:00:00,3,22,59.5,87.43,32,128,943.75
2025-01-01 23:00:00,4,10,27.48,42.02,32,128,543.5
2025-01-01 23:00:00,5,14,36.29,62.72,32,128,653.62
2025-01-01 23:00:00,6,11,27.6,52.17,32,128,545.0
2025-01-01 23:00:00,7,13,34.04,61.06,32,128,625.5
2025-01-01 23:00:00,8,13,37.95,56.43,32,128,674.38
2025-01-01 23:00:00,9,17,43.79,63.31,32,128,747.38
2025-01-02 00:00:00,0,11,21.49,50.61,32,128,468.62
2025-01-02 00:00:00,1,9,24.85,36.37,32,128,510.62
2025-01-02 00:00:00,2,11,25.43,32.32,32,128,517.88
2025-01-02 00:00:00,3,23,54.47,110.71,32,128,880.87
2025-01-02 00:00:00,4,12,28.88,42.97,32,128,561.0
2025-01-02 00:00:00,5,15,31.45,69.26,32,128,593.12
2025-01-02 00:00:00,6,10,29.36,32.86,32,128,567.0
2025-01-02 00:00:00,7,13,37.97,54.31,32,128,674.62
2025-01-02 00:00:00,8,13,33.57,50.86,32,128,619.62
2025-01-02 00:00:00,9,19,47.43,78.67,32,128,792.88
2025-01-02 01:00:00,0,12,31.42,50.05,32,128,592.75
2025-01-02 01:00:00,1,9,21.75,44.57,32,128,471.88
2025-01-02 01:00:00,2,11,28.43,45.8,32,128,555.38
2025-01-02 01:00:00,3,24,63.2,103.36,32,128,990.0
2025-01-02 01:00:00,4,11,27.38,42.58,32,128,542.25
2025-01-02 01:00:00,5,16,47.95,78.07,32,128,799.37
2025-01-02 01:00:00,6,11,29.5,39.9,32,128,568.75
2025-01-02 01:00:00,7,11,30.47,38.14,32,128,580.88
2025-01-02 01:00:00,8,13,32.05,40.6,32,128,600.62
2025-01-02 01:00:00,9,16,38.27,57.25,32,128,678.38
2025-01-02 02:00:00,0,9,23.19,32.96,32,128,489.88
2025-01-02 02:00:00,1,10,22.92,33.54,32,128,486.5
2025-01-02 02:00:00,2,11,28.38,49.3,32,128,554.75
2025-01-02 02:00:00,3,22,51.25,84.52,32,128,840.62
2025-01-02 02:00:00,4,12,25.12,48.35,32,128,514.0
2025-01-02 02:00:00,5,14,35.58,59.97,32,128,644.75
2025-01-02 02:00:00,6,12,29.6,46.28,32,128,570.0
2025-01-02 02:00:00,7,10,22.27,39.75,32,128,478.38
2025-01-02 02:00:00,8,13,31.49,50.05,32,128,593.62
2025-01-02 02:00:00,9,16,35.95,69.95,32,128,649.38
2025-01-02 03:00:00,0,12,27.15,53.52,32,128,539.38
2025-01-02 03:00:00,1,9,23.92,31.78,32,128,499.0
2025-01-02 03:00:00,2,11,28.23,44.42,32,128,552.88
2025-01-02 03:00:00,3,24,60.0,89.1,32,128,950.0
2025-01-02 03:00:00,4,10,23.59,43.98,32,128,494.88
2025-01-02 03:00:00,5,16,46.79,62.39,32,128,784.87
2025-01-02 03:00:00,6,11,30.95,58.5,32,128,586.88
2025-01-02 03:00:00,7,13,38.66,47.71,32,128,683.25
2025-01-02 03:00:00,8,14,39.09,44.71,32,128,688.62
2025-01-02 03:00:00,9,17,39.4,73.01,32,128,692.5
2025-01-02 04:00:00,0,12,31.13,38.89,32,128,589.12
2025-01-02 04:00:00,1,10,24.02,33.7,32,128,500.25
2025-01-02 04:00:00,2,11,31.9,42.34,32,128,598.75
2025-01-02 04:00:00,3,23,67.99,79.67,32,128,1049.88
2025-01-02 04:00:00,4,10,28.85,42.33,32,128,560.62
2025-01-02 04:00:00,5,15,34.6,59.55,32,128,632.5
2025-01-02 04:00:00,6,11,28.99,47.02,32,128,562.38
2025-01-02 04:00:00,7,11,32.27,46.8,32,128,603.38
2025-01-02 04:00:00,8,11,27.05,45.97,32,128,538.12
2025-01-02 04:00:00,9,17,42.81,58.64,32,128,735.12
2025-01-02 05:00:00,0,13,29.92,59.58,32,128,574.0
2025-01-02 05:00:00,1,9,21.27,44.69,32,128,465.88
2025-01-02 05:00:00,2,10,28.76,40.93,32,128,559.5
2025-01-02 05:00:00,3,25,67.67,96.0,32,128,1045.88
2025-01-02 05:00:00,4,13,34.36,69.31,32,128,629.5
2025-01-02 05:00:00,5,15,37.69,57.74,32,128,671.12
2025-01-02 05:00:00,6,12,27.45,50.88,32,128,543.12
2025-01-02 05:00:00,7,13,31.79,63.63,32,128,597.38
2025-01-02 05:00:00,8,13,38.01,64.72,32,128,675.12
2025-01-02 05:00:00,9,14,28.16,58.65,32,128,552.0
2025-01-02 06:00:00,0,13,28.94,46.68,32,128,561.75
2025-01-02 06:00:00,1,11,25.44,53.37,32,128,518.0
2025-01-02 06:00:00,2,9,24.62,29.0,32,128,507.75
2025-01-02 06:00:00,3,24,65.12,89.9,32,128,1014.0
2025-01-02 06:00:00,4,11,23.79,46.51,32,128,497.38
2025-01-02 06:00:00,5,16,33.8,76.6,32,128,622.5
2025-01-02 06:00:00,6,10,24.5,43.51,32,128,506.25
2025-01-02 06:00:00,7,12,29.15,52.29,32,128,564.38
2025-01-02 06:00:00,8,14,31.87,59.08,32,128,598.38
2025-01-02 06:00:00,9,17,44.45,67.86,32,128,755.62
2025-01-02 07:00:00,0,12,28.54,46.23,32,128,556.75
2025-01-02 07:00:00,1,10,26.02,46.34,32,128,525.25
2025-01-02 07:00:00,2,12,27.55,51.91,32,128,544.38
2025-01-02 07:00:00,3,23,57.51,96.82,32,128,918.87
2025-01-02 07:00:00,4,11,31.63,35.8,32,128,595.38
2025-01-02 07:00:00,5,16,43.92,59.26,32,128,749.0
2025-01-02 07:00:00,6,9,22.08,22.01,32,128,476.0
2025-01-02 07:00:00,7,12,35.78,42.13,32,128,647.25
2025-01-02 07:00:00,8,12,31.3,37.94,32,128,591.25
2025-01-02 07:00:00,9,19,44.43,81.1,32,128,755.38
2025-01-02 08:00:00,0,11,27.99,38.23,32,128,549.88
2025-01-02 08:00:00,1,10,23.19,33.7,32,128,489.88
2025-01-02 08:00:00,2,11,25.59,37.63,32,128,519.88
2025-01-02 08:00:00,3,24,57.91,113.87,32,128,923.88
2025-01-02 08:00:00,4,13,37.84,52.66,32,128,673.0
2025-01-02 08:00:00,5,17,41.88,65.95,32,128,723.5
2025-01-02 08:00:00,6,11,28.68,40.44,32,128,558.5
2025-01-02 08:00:00,7,11,22.72,39.03,32,128,484.0
2025-01-02 08:00:00,8,12,26.92,47.27,32,128,536.5
2025-01-02 08:00:00,9,18,49.53,82.38,32,128,819.12
2025-01-02 09:00:00,0,11,19.64,36.65,32,128,445.5
2025-01-02 09:00:00,1,11,33.45,39.77,32,128,618.12
2025-01-02 09:00:00,2,9,26.36,31.08,32,128,529.5
2025-01-02 09:00:00,3,19,48.79,66.26,32,128,809.88
2025-01-02 09:00:00,4,11,24.58,47.91,32,128,507.25
2025-01-02 09:00:00,5,16,47.88,64.8,32,128,798.5
2025-01-02 09:00:00,6,12,28.94,58.35,32,128,561.75
2025-01-02 09:00:00,7,12,30.69,45.51,32,128,583.62
2025-01-02 09:00:00,8,11,31.13,39.94,32,128,589.12
2025-01-02 09:00:00,9,16,37.79,62.25,32,128,672.38
2025-01-02 10:00:00,0,11,35.37,52.22,32,128,642.12
2025-01-02 10:00:00,1,10,24.61,48.74,32,128,507.62
2025-01-02 10:00:00,2,11,27.16,49.14,32,128,539.5
2025-01-02 10:00:00,3,24,78.95,95.49,32,128,1186.88
2025-01-02 10:00:00,4,10,28.13,44.22,32,128,551.62
2025-01-02 10:00:00,5,13,30.71,55.99,32,128,583.88
2025-01-02 10:00:00,6,9,21.91,35.39,32,128,473.88
2025-01-02 10:00:00,7,11,23.9,45.88,32,128,498.75
2025-01-02 10:00:00,8,13,38.88,55.68,32,128,686.0
2025-01-02 10:00:00,9,17,44.83,80.66,32,128,760.38
2025-01-02 11:00:00,0,10,29.48,28.86,32,128,568.5
2025-01-02 11:00:00,1,10,28.8,40.27,32,128,560.0
2025-01-02 11:00:00,2,10,26.16,46.62,32,128,527.0
2025-01-02 11:00:00,3,23,60.85,110.08,32,128,960.62
2025-01-02 11:00:00,4,13,28.72,57.32,32,128,559.0
2025-01-02 11:00:00,5,15,39.59,62.58,32,128,694.88
2025-01-02 11:00:00,6,11,23.94,46.04,32,128,499.25
2025-01-02 11:00:00,7,10,20.45,31.03,32,128,455.62
2025-01-02 11:00:00,8,12,34.63,50.29,32,128,632.88
2025-01-02 11:00:00,9,15,36.16,56.65,32,128,652.0
2025-01-02 12:00:00,0,12,29.59,50.3,32,128,569.88
2025-01-02 12:00:00,1,11,25.22,38.16,32,128,515.25
2025-01-02 12:00:00,2,11,25.84,61.78,32,128,523.0
2025-01-02 12:00:00,3,23,54.52,83.41,32,128,881.5
2025-01-02 12:00:00,4,13,30.36,42.28,32,128,579.5
2025-01-02 12:00:00,5,16,45.34,76.97,32,128,766.75
2025-01-02 12:00:00,6,10,26.5,34.79,32,128,531.25
2025-01-02 12:00:00,7,12,30.93,44.94,32,128,586.62
2025-01-02 12:00:00,8,11,20.93,50.34,32,128,461.62
2025-01-02 12:00:00,9,16,48.16,79.1,32,128,802.0
2025-01-02 13:00:00,0,10,29.19,34.66,32,128,564.88
2025-01-02 13:00:00,1,11,29.1,40.1,32,128,563.75
2025-01-02 13:00:00,2,11,33.64,55.63,32,128,620.5
2025-01-02 13:00:00,3,22,51.08,95.44,32,128,838.5
2025-01-02 13:00:00,4,12,26.9,40.22,32,128,536.25
2025-01-02 13:00:00,5,17,41.53,66.68,32,128,719.12
2025-01-02 13:00:00,6,10,25.45,39.59,32,128,518.12
2025-01-02 13:00:00,7,12,32.46,45.53,32,128,605.75
2025-01-02 13:00:00,8,13,39.76,61.91,32,128,697.0
2025-01-02 13:00:00,9,17,45.08,78.41,32,128,763.5
2025-01-02 14:00:00,0,12,29.71,38.12,32,128,571.38
2025-01-02 14:00:00,1,10,24.42,38.79,32,128,505.25
2025-01-02 14:00:00,2,10,27.08,43.88,32,128,538.5
2025-01-02 14:00:00,3,25,60.38,99.88,32,128,954.75
2025-01-02 14:00:00,4,13,31.25,65.96,32,128,590.63
2025-01-02 14:00:00,5,13,26.32,60.99,32,128,529.0
2025-01-02 14:00:00,6,12,32.34,52.35,32,128,604.25
2025-01-02 14:00:00,7,12,33.57,40.66,32,128,619.62
2025-01-02 14:00:00,8,11,31.61,37.9,32,128,595.12
2025-01-02 14:00:00,9,17,45.77,66.96,32,128,772.12
2025-01-02 15:00:00,0,11,28.36,45.38,32,128,554.5
2025-01-02 15:00:00,1,11,27.03,44.33,32,128,537.88
2025-01-02 15:00:00,2,10,30.62,46.95,32,128,582.75
2025-01-02 15:00:00,3,24,69.19,89.93,32,128,1064.87
2025-01-02 15:00:00,4,13,29.07,54.76,32,128,563.38
2025-01-02 15:00:00,5,14,32.56,48.73,32,128,607.0
2025-01-02 15:00:00,6,10,28.07,33.6,32,128,550.88
2025-01-02 15:00:00,7,12,34.84,45.07,32,128,635.5
2025-01-02 15:00:00,8,13,31.61,59.36,32,128,595.12
2025-01-02 15:00:00,9,14,33.03,48.26,32,128,612.88
2025-01-02 16:00:00,0,10,30.84,44.48,32,128,585.5
2025-01-02 16:00:00,1,11,29.18,33.06,32,128,564.75
2025-01-02 16:00:00,2,12,30.6,56.01,32,128,582.5
2025-01-02 16:00:00,3,22,54.47,101.6,32,128,880.87
2025-01-02 16:00:00,4,9,20.2,42.25,32,128,452.5
2025-01-02 16:00:00,5,14,28.78,54.37,32,128,559.75
2025-01-02 16:00:00,6,11,34.25,48.59,32,128,628.12
2025-01-02 16:00:00,7,11,26.9,36.48,32,128,536.25
2025-01-02 16:00:00,8,12,31.26,52.19,32,128,590.75
2025-01-02 16:00:00,9,16,43.12,65.98,32,128,739.0
2025-01-02 17:00:00,0,12,35.58,52.44,32,128,644.75
2025-01-02 17:00:00,1,8,16.19,33.26,32,128,402.38
2025-01-02 17:00:00,2,11,32.44,49.04,32,128,605.5
2025-01-02 17:00:00,3,22,58.51,89.55,32,128,931.38
2025-01-02 17:00:00,4,13,34.08,51.81,32,128,626.0
2025-01-02 17:00:00,5,15,33.54,74.32,32,128,619.25
2025-01-02 17:00:00,6,11,28.54,41.15,32,128,556.75
2025-01-02 17:00:00,7,11,29.85,41.0,32,128,573.12
2025-01-02 17:00:00,8,13,34.31,51.48,32,128,628.88
2025-01-02 17:00:00,9,17,45.68,75.05,32,128,771.0
2025-01-02 18:00:00,0,13,28.34,50.21,32,128,554.25
